,0
0,0.003350243000931563
1,0.003350243000931563
2,0.003350243000931563
3,0.003350243000931563
4,0.003350243000931563
5,0.003350243000931563
6,0.003350243000931563
7,0.003350243000931563
8,0.003350243000931563
9,0.003350243000931563
10,0.003350243000931563
11,0.003350243000931563
12,0.003350243000931563
13,0.003350243000931563
14,0.003350243000931563
15,0.003350243000931563
16,0.003350243000931563
17,0.003350243000931563
18,0.003350243000931563
19,0.003350243000931563
20,0.003350243000931563
21,0.003350243000931563
22,0.003350243000931563
23,0.003350243000931563
24,0.003350243000931563
25,0.003350243000931563
26,0.003350243000931563
27,0.003350243000931563
28,0.003350243000931563
29,0.003350243000931563
30,0.003350243000931563
31,0.003350243000931563
32,0.003350243000931563
33,0.003350243000931563
34,0.003350243000931563
35,0.003350243000931563
36,0.003350243000931563
37,0.003350243000931563
38,0.003350243000931563
39,0.003350243000931563
40,0.003350243000931563
41,0.003350243000931563
42,0.003350243000931563
43,0.003350243000931563
44,0.003350243000931563
45,0.003350243000931563
46,0.003350243000931563
47,0.003350243000931563
48,0.003350243000931563
49,0.003350243000931563
50,0.003350243000931563
51,0.003350243000931563
52,0.003350243000931563
53,0.003350243000931563
54,0.003350243000931563
55,0.003350243000931563
56,0.003350243000931563
57,0.003350243000931563
58,0.003350243000931563
59,0.003350243000931563
60,0.003350243000931563
61,0.003350243000931563
62,0.003350243000931563
63,0.003350243000931563
64,0.003350243000931563
65,0.003350243000931563
66,0.003350243000931563
67,0.003350243000931563
68,0.003350243000931563
69,0.003350243000931563
70,0.003350243000931563
71,0.003350243000931563
72,0.003350243000931563
73,0.003350243000931563
74,0.003350243000931563
75,0.003350243000931563
76,0.003350243000931563
77,0.003350243000931563
78,0.003350243000931563
79,0.003350243000931563
80,0.003350243000931563
81,0.003350243000931563
82,0.003350243000931563
83,0.003350243000931563
84,0.003350243000931563
85,0.003350243000931563
86,0.003350243000931563
87,0.003350243000931563
88,0.003350243000931563
89,0.003350243000931563
90,0.003350243000931563
91,0.003350243000931563
92,0.003350243000931563
93,0.003350243000931563
94,0.003350243000931563
95,0.003350243000931563
96,0.003350243000931563
97,0.003350243000931563
98,0.003350243000931563
99,0.003350243000931563
100,0.003350243000931563
101,0.003350243000931563
102,0.003350243000931563
103,0.003350243000931563
104,0.003350243000931563
105,0.003350243000931563
106,0.003350243000931563
107,0.003350243000931563
108,0.003350243000931563
109,0.003350243000931563
110,0.003350243000931563
111,0.003350243000931563
112,0.003350243000931563
113,0.003350243000931563
114,0.003350243000931563
115,0.003350243000931563
116,0.003350243000931563
117,0.003350243000931563
118,0.003350243000931563
119,0.003350243000931563
120,0.003350243000931563
121,0.003350243000931563
122,0.003350243000931563
123,0.003350243000931563
124,0.003350243000931563
125,0.003350243000931563
126,0.003350243000931563
127,0.003350243000931563
128,0.003350243000931563
129,0.003350243000931563
130,0.003350243000931563
131,0.003350243000931563
132,0.003350243000931563
133,0.003350243000931563
134,0.003350243000931563
135,0.003350243000931563
136,0.003350243000931563
137,0.003350243000931563
138,0.003350243000931563
139,0.003350243000931563
140,0.003350243000931563
141,0.003350243000931563
142,0.003350243000931563
143,0.003350243000931563
144,0.003350243000931563
145,0.003350243000931563
146,0.003350243000931563
147,0.003350243000931563
148,0.003350243000931563
149,0.003350243000931563
150,0.003350243000931563
151,0.003350243000931563
152,0.003350243000931563
153,0.003350243000931563
154,0.003350243000931563
155,0.003350243000931563
156,0.003350243000931563
157,0.003350243000931563
158,0.003350243000931563
159,0.003350243000931563
160,0.003350243000931563
161,0.003350243000931563
