,0
0,0.004417748083852597
1,0.004417748083852597
2,0.004417748083852597
3,0.004417748083852597
4,0.004417748083852597
5,0.004417748083852597
6,0.004417748083852597
7,0.004417748083852597
8,0.004417748083852597
9,0.004417748083852597
10,0.004417748083852597
11,0.004417748083852597
12,0.004417748083852597
13,0.004417748083852597
14,0.004417748083852597
15,0.004417748083852597
16,0.004417748083852597
17,0.004417748083852597
18,0.004417748083852597
19,0.004417748083852597
20,0.004417748083852597
21,0.004417748083852597
22,0.004417748083852597
23,0.004417748083852597
24,0.004417748083852597
25,0.004417748083852597
26,0.004417748083852597
27,0.004417748083852597
28,0.004417748083852597
29,0.004417748083852597
30,0.004417748083852597
31,0.004417748083852597
32,0.004417748083852597
33,0.004417748083852597
34,0.004417748083852597
35,0.004417748083852597
36,0.004417748083852597
37,0.004417748083852597
38,0.004417748083852597
39,0.004417748083852597
40,0.004417748083852597
41,0.004417748083852597
42,0.004417748083852597
43,0.004417748083852597
44,0.004417748083852597
45,0.004417748083852597
46,0.004417748083852597
47,0.004417748083852597
48,0.004417748083852597
49,0.004417748083852597
50,0.004417748083852597
51,0.004417748083852597
52,0.004417748083852597
53,0.004417748083852597
54,0.004417748083852597
55,0.004417748083852597
56,0.004417748083852597
57,0.004417748083852597
58,0.004417748083852597
59,0.004417748083852597
60,0.004417748083852597
61,0.004417748083852597
62,0.004417748083852597
63,0.004417748083852597
64,0.004417748083852597
65,0.004417748083852597
66,0.004417748083852597
67,0.004417748083852597
68,0.004417748083852597
69,0.004417748083852597
70,0.004417748083852597
71,0.004417748083852597
72,0.004417748083852597
73,0.004417748083852597
74,0.004417748083852597
75,0.004417748083852597
76,0.004417748083852597
77,0.004417748083852597
78,0.004417748083852597
79,0.004417748083852597
80,0.004417748083852597
81,0.004417748083852597
82,0.004417748083852597
83,0.004417748083852597
84,0.004417748083852597
85,0.004417748083852597
86,0.004417748083852597
87,0.004417748083852597
88,0.004417748083852597
89,0.004417748083852597
90,0.004417748083852597
91,0.004417748083852597
92,0.004417748083852597
93,0.004417748083852597
94,0.004417748083852597
95,0.004417748083852597
96,0.004417748083852597
97,0.004417748083852597
98,0.004417748083852597
99,0.004417748083852597
100,0.004417748083852597
101,0.004417748083852597
102,0.004417748083852597
103,0.004417748083852597
104,0.004417748083852597
105,0.004417748083852597
106,0.004417748083852597
107,0.004417748083852597
108,0.004417748083852597
109,0.004417748083852597
110,0.004417748083852597
111,0.004417748083852597
112,0.004417748083852597
113,0.004417748083852597
114,0.004417748083852597
115,0.004417748083852597
116,0.004417748083852597
117,0.004417748083852597
118,0.004417748083852597
119,0.004417748083852597
120,0.004417748083852597
121,0.004417748083852597
122,0.004417748083852597
123,0.004417748083852597
124,0.004417748083852597
125,0.004417748083852597
126,0.004417748083852597
127,0.004417748083852597
128,0.004417748083852597
129,0.004417748083852597
130,0.004417748083852597
131,0.004417748083852597
132,0.004417748083852597
133,0.004417748083852597
134,0.004417748083852597
135,0.004417748083852597
136,0.004417748083852597
137,0.004417748083852597
138,0.004417748083852597
139,0.004417748083852597
140,0.004417748083852597
141,0.004417748083852597
142,0.004417748083852597
143,0.004417748083852597
144,0.004417748083852597
145,0.004417748083852597
146,0.004417748083852597
147,0.004417748083852597
148,0.004417748083852597
149,0.004417748083852597
150,0.004417748083852597
151,0.004417748083852597
152,0.004417748083852597
153,0.004417748083852597
154,0.004417748083852597
155,0.004417748083852597
156,0.004417748083852597
157,0.004417748083852597
158,0.004417748083852597
159,0.004417748083852597
160,0.004417748083852597
161,0.004417748083852597
